sample	unit	fq1	fq2
SRR7876818	HSQ1008_141.L005.SRR7876818	test_data/SRR7876818.L005.R1.fq.gz
SRR7876818	HSQ1008_141.L006.SRR7876818	test_data/SRR7876818.L005.R1.fq.gz
SRR7876819	HSQ1008_141.L005.SRR7876819	test_data/SRR7876819.L005.R1.fq.gz
